price_id,instrument_id,price_dt,close_price,return_pct,volatility_proxy,currency_code,source_system_code
PRC001320250707,INS0013,2025-07-07,30.8108,0.009949,0.9949,INR,MOCK_FEED
PRC001320250708,INS0013,2025-07-08,30.8193,0.000276,0.0276,GBP,MOCK_FEED
PRC001320250709,INS0013,2025-07-09,31.6615,0.027327,2.7327,USD,MOCK_FEED
PRC001320250710,INS0013,2025-07-10,31.6929,0.000991,0.0991,EUR,MOCK_FEED
PRC001320250711,INS0013,2025-07-11,31.4775,-0.006796,0.6796,EUR,MOCK_FEED
PRC001320250712,INS0013,2025-07-12,32.0915,0.019504,1.9504,USD,MOCK_FEED
PRC001320250713,INS0013,2025-07-13,32.5142,0.013173,1.3173,INR,MOCK_FEED
PRC001320250714,INS0013,2025-07-14,33.502,0.030382,3.0382,EUR,MOCK_FEED
PRC001320250715,INS0013,2025-07-15,33.7094,0.006189,0.6189,INR,MOCK_FEED
PRC001320250716,INS0013,2025-07-16,33.7978,0.002623,0.2623,GBP,MOCK_FEED
PRC001320250717,INS0013,2025-07-17,33.2459,-0.01633,1.633,GBP,MOCK_FEED
PRC001320250718,INS0013,2025-07-18,34.0742,0.024913,2.4913,INR,MOCK_FEED
PRC001320250719,INS0013,2025-07-19,34.0977,0.000692,0.0692,USD,MOCK_FEED
PRC001320250720,INS0013,2025-07-20,34.1689,0.002085,0.2085,INR,MOCK_FEED
PRC001320250721,INS0013,2025-07-21,34.1992,0.000887,0.0887,USD,MOCK_FEED
PRC001320250722,INS0013,2025-07-22,33.453,-0.021818,2.1818,INR,MOCK_FEED
PRC001320250723,INS0013,2025-07-23,33.4909,0.001132,0.1132,GBP,MOCK_FEED
PRC001320250724,INS0013,2025-07-24,33.6735,0.005453,0.5453,EUR,MOCK_FEED
PRC001320250725,INS0013,2025-07-25,33.4934,-0.005348,0.5348,INR,MOCK_FEED
PRC001320250726,INS0013,2025-07-26,33.2511,-0.007235,0.7235,INR,MOCK_FEED
PRC001320250727,INS0013,2025-07-27,33.1249,-0.003793,0.3793,EUR,MOCK_FEED
PRC001320250728,INS0013,2025-07-28,33.2897,0.004974,0.4974,INR,MOCK_FEED
PRC001320250729,INS0013,2025-07-29,33.336,0.001391,0.1391,USD,MOCK_FEED
PRC001320250730,INS0013,2025-07-30,32.8272,-0.015262,1.5262,USD,MOCK_FEED
PRC001320250731,INS0013,2025-07-31,32.7711,-0.001709,0.1709,EUR,MOCK_FEED
PRC001320250801,INS0013,2025-08-01,32.4204,-0.010702,1.0702,INR,MOCK_FEED
PRC001320250802,INS0013,2025-08-02,32.3226,-0.003017,0.3017,EUR,MOCK_FEED
PRC001320250803,INS0013,2025-08-03,31.6827,-0.019798,1.9798,EUR,MOCK_FEED
PRC001320250804,INS0013,2025-08-04,31.9619,0.008812,0.8812,EUR,MOCK_FEED
PRC001320250805,INS0013,2025-08-05,32.2836,0.010064,1.0064,GBP,MOCK_FEED
PRC001320250806,INS0013,2025-08-06,32.6247,0.010567,1.0567,GBP,MOCK_FEED
PRC001320250807,INS0013,2025-08-07,32.9888,0.011161,1.1161,INR,MOCK_FEED
PRC001320250808,INS0013,2025-08-08,33.5186,0.01606,1.606,EUR,MOCK_FEED
PRC001320250809,INS0013,2025-08-09,34.3516,0.024852,2.4852,INR,MOCK_FEED
PRC001320250810,INS0013,2025-08-10,34.8278,0.013862,1.3862,EUR,MOCK_FEED
PRC001320250811,INS0013,2025-08-11,35.4071,0.016633,1.6633,INR,MOCK_FEED
PRC001320250812,INS0013,2025-08-12,35.2961,-0.003133,0.3133,EUR,MOCK_FEED
PRC001320250813,INS0013,2025-08-13,35.0686,-0.006446,0.6446,USD,MOCK_FEED
PRC001320250814,INS0013,2025-08-14,35.8307,0.02173,2.173,INR,MOCK_FEED
PRC001320250815,INS0013,2025-08-15,36.0176,0.005216,0.5216,USD,MOCK_FEED
PRC001320250816,INS0013,2025-08-16,36.6955,0.018823,1.8823,GBP,MOCK_FEED
PRC001320250817,INS0013,2025-08-17,36.7395,0.0012,0.12,EUR,MOCK_FEED
PRC001320250818,INS0013,2025-08-18,36.5658,-0.004729,0.4729,USD,MOCK_FEED
PRC001320250819,INS0013,2025-08-19,36.3045,-0.007145,0.7145,EUR,MOCK_FEED
PRC001320250820,INS0013,2025-08-20,36.3162,0.000322,0.0322,EUR,MOCK_FEED
PRC001320250821,INS0013,2025-08-21,36.2656,-0.001395,0.1395,EUR,MOCK_FEED
PRC001320250822,INS0013,2025-08-22,36.3576,0.002538,0.2538,USD,MOCK_FEED
PRC001320250823,INS0013,2025-08-23,37.107,0.02061,2.061,EUR,MOCK_FEED
PRC001320250824,INS0013,2025-08-24,36.7052,-0.010827,1.0827,USD,MOCK_FEED
PRC001320250825,INS0013,2025-08-25,36.6322,-0.001989,0.1989,EUR,MOCK_FEED
PRC001320250826,INS0013,2025-08-26,36.323,-0.008439,0.8439,USD,MOCK_FEED
PRC001320250827,INS0013,2025-08-27,36.7254,0.011078,1.1078,GBP,MOCK_FEED
PRC001320250828,INS0013,2025-08-28,36.2772,-0.012204,1.2204,GBP,MOCK_FEED
PRC001320250829,INS0013,2025-08-29,36.3947,0.003239,0.3239,USD,MOCK_FEED
PRC001320250830,INS0013,2025-08-30,35.9573,-0.012019,1.2019,INR,MOCK_FEED
PRC001320250831,INS0013,2025-08-31,36.0352,0.002166,0.2166,USD,MOCK_FEED
PRC001320250901,INS0013,2025-09-01,36.5431,0.014096,1.4096,INR,MOCK_FEED
PRC001320250902,INS0013,2025-09-02,36.1626,-0.010411,1.0411,GBP,MOCK_FEED
PRC001320250903,INS0013,2025-09-03,35.7137,-0.012413,1.2413,GBP,MOCK_FEED
PRC001320250904,INS0013,2025-09-04,36.2182,0.014126,1.4126,GBP,MOCK_FEED
PRC001320250905,INS0013,2025-09-05,36.1405,-0.002145,0.2145,USD,MOCK_FEED
PRC001320250906,INS0013,2025-09-06,35.4966,-0.017818,1.7818,GBP,MOCK_FEED
PRC001320250907,INS0013,2025-09-07,34.8542,-0.018096,1.8096,EUR,MOCK_FEED
PRC001320250908,INS0013,2025-09-08,34.9109,0.001626,0.1626,INR,MOCK_FEED
PRC001320250909,INS0013,2025-09-09,34.7469,-0.004697,0.4697,GBP,MOCK_FEED
PRC001320250910,INS0013,2025-09-10,34.593,-0.00443,0.443,USD,MOCK_FEED
PRC001320250911,INS0013,2025-09-11,34.3155,-0.008021,0.8021,INR,MOCK_FEED
PRC001320250912,INS0013,2025-09-12,34.9125,0.017397,1.7397,EUR,MOCK_FEED
PRC001320250913,INS0013,2025-09-13,34.1573,-0.021631,2.1631,INR,MOCK_FEED
PRC001320250914,INS0013,2025-09-14,33.1662,-0.029016,2.9016,GBP,MOCK_FEED
PRC001320250915,INS0013,2025-09-15,32.9485,-0.006565,0.6565,EUR,MOCK_FEED
PRC001320250916,INS0013,2025-09-16,32.7548,-0.005877,0.5877,EUR,MOCK_FEED
PRC001320250917,INS0013,2025-09-17,32.4308,-0.009892,0.9892,EUR,MOCK_FEED
PRC001320250918,INS0013,2025-09-18,32.062,-0.011372,1.1372,INR,MOCK_FEED
PRC001320250919,INS0013,2025-09-19,31.6773,-0.012,1.2,EUR,MOCK_FEED
PRC001320250920,INS0013,2025-09-20,31.3497,-0.010341,1.0341,EUR,MOCK_FEED
PRC001320250921,INS0013,2025-09-21,31.6801,0.010538,1.0538,EUR,MOCK_FEED
PRC001320250922,INS0013,2025-09-22,31.8701,0.005998,0.5998,EUR,MOCK_FEED
PRC001320250923,INS0013,2025-09-23,32.2612,0.012272,1.2272,INR,MOCK_FEED
PRC001320250924,INS0013,2025-09-24,32.533,0.008425,0.8425,GBP,MOCK_FEED
PRC001320250925,INS0013,2025-09-25,32.7471,0.006581,0.6581,USD,MOCK_FEED
PRC001320250926,INS0013,2025-09-26,32.1076,-0.019526,1.9526,EUR,MOCK_FEED
PRC001320250927,INS0013,2025-09-27,31.9306,-0.005514,0.5514,INR,MOCK_FEED
PRC001320250928,INS0013,2025-09-28,32.2787,0.010902,1.0902,INR,MOCK_FEED
PRC001320250929,INS0013,2025-09-29,31.8632,-0.012872,1.2872,INR,MOCK_FEED
PRC001320250930,INS0013,2025-09-30,31.3783,-0.015218,1.5218,INR,MOCK_FEED
PRC001320251001,INS0013,2025-10-01,31.444,0.002094,0.2094,INR,MOCK_FEED
PRC001320251002,INS0013,2025-10-02,31.7693,0.010345,1.0345,INR,MOCK_FEED
PRC001320251003,INS0013,2025-10-03,32.0487,0.008795,0.8795,INR,MOCK_FEED
PRC001320251004,INS0013,2025-10-04,32.241,0.006,0.6,EUR,MOCK_FEED
PRC001320251005,INS0013,2025-10-05,32.5745,0.010345,1.0345,USD,MOCK_FEED
PRC001320251006,INS0013,2025-10-06,32.991,0.012786,1.2786,USD,MOCK_FEED
PRC001320251007,INS0013,2025-10-07,33.0466,0.001683,0.1683,GBP,MOCK_FEED
PRC001320251008,INS0013,2025-10-08,33.4154,0.011162,1.1162,EUR,MOCK_FEED
PRC001320251009,INS0013,2025-10-09,33.6725,0.007693,0.7693,EUR,MOCK_FEED
PRC001320251010,INS0013,2025-10-10,33.3755,-0.00882,0.882,USD,MOCK_FEED
PRC001320251011,INS0013,2025-10-11,33.1532,-0.006661,0.6661,INR,MOCK_FEED
PRC001320251012,INS0013,2025-10-12,33.6241,0.014203,1.4203,EUR,MOCK_FEED
PRC001320251013,INS0013,2025-10-13,34.0018,0.011232,1.1232,EUR,MOCK_FEED
PRC001320251014,INS0013,2025-10-14,33.7736,-0.006711,0.6711,INR,MOCK_FEED
PRC001320251015,INS0013,2025-10-15,33.8636,0.002665,0.2665,GBP,MOCK_FEED
PRC001320251016,INS0013,2025-10-16,34.4247,0.016569,1.6569,GBP,MOCK_FEED
PRC001320251017,INS0013,2025-10-17,34.9646,0.015683,1.5683,GBP,MOCK_FEED
PRC001320251018,INS0013,2025-10-18,35.0028,0.001094,0.1094,GBP,MOCK_FEED
PRC001320251019,INS0013,2025-10-19,35.0981,0.002722,0.2722,GBP,MOCK_FEED
PRC001320251020,INS0013,2025-10-20,34.7762,-0.009172,0.9172,INR,MOCK_FEED
PRC001320251021,INS0013,2025-10-21,34.8989,0.00353,0.353,EUR,MOCK_FEED
PRC001320251022,INS0013,2025-10-22,34.3135,-0.016774,1.6774,USD,MOCK_FEED
PRC001320251023,INS0013,2025-10-23,33.8417,-0.01375,1.375,EUR,MOCK_FEED
PRC001320251024,INS0013,2025-10-24,33.9468,0.003106,0.3106,USD,MOCK_FEED
PRC001320251025,INS0013,2025-10-25,34.59,0.018947,1.8947,USD,MOCK_FEED
PRC001320251026,INS0013,2025-10-26,34.8284,0.00689,0.689,USD,MOCK_FEED
PRC001320251027,INS0013,2025-10-27,34.4846,-0.00987,0.987,INR,MOCK_FEED
PRC001320251028,INS0013,2025-10-28,33.923,-0.016286,1.6286,EUR,MOCK_FEED
PRC001320251029,INS0013,2025-10-29,33.6481,-0.008105,0.8105,EUR,MOCK_FEED
PRC001320251030,INS0013,2025-10-30,33.9297,0.008369,0.8369,GBP,MOCK_FEED
PRC001320251031,INS0013,2025-10-31,33.8903,-0.00116,0.116,INR,MOCK_FEED
PRC001320251101,INS0013,2025-11-01,33.3114,-0.017081,1.7081,EUR,MOCK_FEED
PRC001320251102,INS0013,2025-11-02,33.1836,-0.003836,0.3836,EUR,MOCK_FEED
PRC001320251103,INS0013,2025-11-03,32.4646,-0.021669,2.1669,EUR,MOCK_FEED
PRC001320251104,INS0013,2025-11-04,32.3765,-0.002711,0.2711,GBP,MOCK_FEED
PRC001320251105,INS0013,2025-11-05,32.8391,0.014287,1.4287,EUR,MOCK_FEED
PRC001320251106,INS0013,2025-11-06,32.7342,-0.003194,0.3194,INR,MOCK_FEED
PRC001320251107,INS0013,2025-11-07,32.6636,-0.002156,0.2156,USD,MOCK_FEED
PRC001320251108,INS0013,2025-11-08,32.8268,0.004997,0.4997,USD,MOCK_FEED
PRC001320251109,INS0013,2025-11-09,32.3433,-0.014729,1.4729,USD,MOCK_FEED
PRC001320251110,INS0013,2025-11-10,32.2045,-0.004294,0.4294,INR,MOCK_FEED
PRC001320251111,INS0013,2025-11-11,32.6601,0.014147,1.4147,USD,MOCK_FEED
PRC001320251112,INS0013,2025-11-12,32.6694,0.000286,0.0286,EUR,MOCK_FEED
PRC001320251113,INS0013,2025-11-13,32.4149,-0.007791,0.7791,INR,MOCK_FEED
PRC001320251114,INS0013,2025-11-14,32.1051,-0.009555,0.9555,INR,MOCK_FEED
PRC001320251115,INS0013,2025-11-15,32.9321,0.025757,2.5757,EUR,MOCK_FEED
PRC001320251116,INS0013,2025-11-16,32.7022,-0.00698,0.698,GBP,MOCK_FEED
PRC001320251117,INS0013,2025-11-17,32.3103,-0.011985,1.1985,GBP,MOCK_FEED
PRC001320251118,INS0013,2025-11-18,33.3313,0.031601,3.1601,USD,MOCK_FEED
PRC001320251119,INS0013,2025-11-19,34.0172,0.020578,2.0578,USD,MOCK_FEED
PRC001320251120,INS0013,2025-11-20,33.6434,-0.010986,1.0986,INR,MOCK_FEED
PRC001320251121,INS0013,2025-11-21,33.3805,-0.007815,0.7815,GBP,MOCK_FEED
PRC001320251122,INS0013,2025-11-22,33.9867,0.018158,1.8158,GBP,MOCK_FEED
PRC001320251123,INS0013,2025-11-23,33.6448,-0.010058,1.0058,USD,MOCK_FEED
PRC001320251124,INS0013,2025-11-24,34.0315,0.011494,1.1494,INR,MOCK_FEED
PRC001320251125,INS0013,2025-11-25,34.0796,0.001412,0.1412,EUR,MOCK_FEED
PRC001320251126,INS0013,2025-11-26,34.0023,-0.002266,0.2266,GBP,MOCK_FEED
PRC001320251127,INS0013,2025-11-27,33.6009,-0.011807,1.1807,GBP,MOCK_FEED
PRC001320251128,INS0013,2025-11-28,34.2282,0.018669,1.8669,EUR,MOCK_FEED
PRC001320251129,INS0013,2025-11-29,33.8676,-0.010534,1.0534,INR,MOCK_FEED
PRC001320251130,INS0013,2025-11-30,33.9766,0.003218,0.3218,GBP,MOCK_FEED
PRC001320251201,INS0013,2025-12-01,33.1524,-0.024257,2.4257,EUR,MOCK_FEED
PRC001320251202,INS0013,2025-12-02,32.647,-0.015246,1.5246,GBP,MOCK_FEED
PRC001320251203,INS0013,2025-12-03,32.6563,0.000285,0.0285,INR,MOCK_FEED
PRC001320251204,INS0013,2025-12-04,31.8604,-0.02437,2.437,USD,MOCK_FEED
PRC001320251205,INS0013,2025-12-05,32.2045,0.010798,1.0798,EUR,MOCK_FEED
PRC001320251206,INS0013,2025-12-06,31.5699,-0.019704,1.9704,GBP,MOCK_FEED
PRC001320251207,INS0013,2025-12-07,31.8224,0.007996,0.7996,INR,MOCK_FEED
PRC001320251208,INS0013,2025-12-08,31.3558,-0.014662,1.4662,EUR,MOCK_FEED
PRC001320251209,INS0013,2025-12-09,31.5467,0.006087,0.6087,INR,MOCK_FEED
PRC001320251210,INS0013,2025-12-10,31.4572,-0.002836,0.2836,GBP,MOCK_FEED
PRC001320251211,INS0013,2025-12-11,32.1561,0.022216,2.2216,USD,MOCK_FEED
PRC001320251212,INS0013,2025-12-12,31.861,-0.009177,0.9177,GBP,MOCK_FEED
PRC001320251213,INS0013,2025-12-13,31.6332,-0.007148,0.7148,EUR,MOCK_FEED
PRC001320251214,INS0013,2025-12-14,31.2653,-0.011629,1.1629,GBP,MOCK_FEED
PRC001320251215,INS0013,2025-12-15,31.2699,0.000146,0.0146,USD,MOCK_FEED
PRC001320251216,INS0013,2025-12-16,31.3495,0.002546,0.2546,INR,MOCK_FEED
PRC001320251217,INS0013,2025-12-17,31.4544,0.003346,0.3346,GBP,MOCK_FEED
PRC001320251218,INS0013,2025-12-18,31.0621,-0.012472,1.2472,EUR,MOCK_FEED
PRC001320251219,INS0013,2025-12-19,31.3917,0.010609,1.0609,GBP,MOCK_FEED
PRC001320251220,INS0013,2025-12-20,31.6913,0.009546,0.9546,EUR,MOCK_FEED
PRC001320251221,INS0013,2025-12-21,31.5684,-0.00388,0.388,GBP,MOCK_FEED
PRC001320251222,INS0013,2025-12-22,31.5782,0.000313,0.0313,GBP,MOCK_FEED
PRC001320251223,INS0013,2025-12-23,31.9774,0.012642,1.2642,EUR,MOCK_FEED
PRC001320251224,INS0013,2025-12-24,32.2368,0.008112,0.8112,USD,MOCK_FEED
PRC001320251225,INS0013,2025-12-25,32.2447,0.000242,0.0242,GBP,MOCK_FEED
PRC001320251226,INS0013,2025-12-26,31.7064,-0.016693,1.6693,INR,MOCK_FEED
PRC001320251227,INS0013,2025-12-27,32.1739,0.014745,1.4745,USD,MOCK_FEED
PRC001320251228,INS0013,2025-12-28,32.6717,0.015471,1.5471,EUR,MOCK_FEED
PRC001320251229,INS0013,2025-12-29,32.7005,0.000884,0.0884,GBP,MOCK_FEED
PRC001320251230,INS0013,2025-12-30,32.9896,0.008841,0.8841,GBP,MOCK_FEED
PRC001320251231,INS0013,2025-12-31,32.6979,-0.008843,0.8843,INR,MOCK_FEED
PRC001320260101,INS0013,2026-01-01,31.9477,-0.022943,2.2943,USD,MOCK_FEED
PRC001320260102,INS0013,2026-01-02,32.3278,0.011896,1.1896,EUR,MOCK_FEED
PRC001320260103,INS0013,2026-01-03,32.0431,-0.008806,0.8806,GBP,MOCK_FEED
PRC001320260104,INS0013,2026-01-04,32.099,0.001743,0.1743,INR,MOCK_FEED
PRC001320260105,INS0013,2026-01-05,31.339,-0.023674,2.3674,USD,MOCK_FEED
PRC001320260106,INS0013,2026-01-06,31.7048,0.011671,1.1671,USD,MOCK_FEED
PRC001320260107,INS0013,2026-01-07,31.4991,-0.006487,0.6487,USD,MOCK_FEED
PRC001320260108,INS0013,2026-01-08,31.6205,0.003853,0.3853,GBP,MOCK_FEED
PRC001320260109,INS0013,2026-01-09,32.2447,0.01974,1.974,INR,MOCK_FEED
PRC001320260110,INS0013,2026-01-10,32.4357,0.005924,0.5924,GBP,MOCK_FEED
PRC001320260111,INS0013,2026-01-11,32.9371,0.01546,1.546,INR,MOCK_FEED
PRC001320260112,INS0013,2026-01-12,32.8846,-0.001595,0.1595,USD,MOCK_FEED
PRC001320260113,INS0013,2026-01-13,32.3482,-0.016311,1.6311,USD,MOCK_FEED
PRC001320260114,INS0013,2026-01-14,31.7203,-0.019411,1.9411,USD,MOCK_FEED
PRC001320260115,INS0013,2026-01-15,31.8091,0.002799,0.2799,GBP,MOCK_FEED
PRC001320260116,INS0013,2026-01-16,31.5068,-0.009503,0.9503,EUR,MOCK_FEED
PRC001320260117,INS0013,2026-01-17,31.5994,0.002939,0.2939,INR,MOCK_FEED
PRC001320260118,INS0013,2026-01-18,31.9694,0.01171,1.171,INR,MOCK_FEED
PRC001320260119,INS0013,2026-01-19,32.6868,0.022441,2.2441,GBP,MOCK_FEED
PRC001320260120,INS0013,2026-01-20,32.7057,0.000576,0.0576,GBP,MOCK_FEED
PRC001320260121,INS0013,2026-01-21,32.7154,0.000298,0.0298,USD,MOCK_FEED
PRC001320260122,INS0013,2026-01-22,32.059,-0.020065,2.0065,EUR,MOCK_FEED
PRC001320260123,INS0013,2026-01-23,31.4933,-0.017645,1.7645,INR,MOCK_FEED
PRC001320260124,INS0013,2026-01-24,31.1644,-0.010444,1.0444,EUR,MOCK_FEED
PRC001320260125,INS0013,2026-01-25,31.191,0.000853,0.0853,USD,MOCK_FEED
PRC001320260126,INS0013,2026-01-26,31.1481,-0.001373,0.1373,USD,MOCK_FEED
PRC001320260127,INS0013,2026-01-27,31.2857,0.004416,0.4416,GBP,MOCK_FEED
PRC001320260128,INS0013,2026-01-28,31.5854,0.009579,0.9579,INR,MOCK_FEED
PRC001320260129,INS0013,2026-01-29,31.9903,0.01282,1.282,GBP,MOCK_FEED
PRC001320260130,INS0013,2026-01-30,32.2719,0.008804,0.8804,USD,MOCK_FEED
PRC001320260131,INS0013,2026-01-31,31.6417,-0.019529,1.9529,USD,MOCK_FEED
PRC001320260201,INS0013,2026-02-01,32.2119,0.018022,1.8022,GBP,MOCK_FEED
PRC001320260202,INS0013,2026-02-02,31.7073,-0.015666,1.5666,USD,MOCK_FEED
PRC001320260203,INS0013,2026-02-03,31.3114,-0.012486,1.2486,EUR,MOCK_FEED
PRC001320260204,INS0013,2026-02-04,31.7744,0.014786,1.4786,GBP,MOCK_FEED
PRC001320260205,INS0013,2026-02-05,31.5103,-0.008311,0.8311,USD,MOCK_FEED
PRC001320260206,INS0013,2026-02-06,31.768,0.008179,0.8179,USD,MOCK_FEED
PRC001320260207,INS0013,2026-02-07,31.54,-0.007178,0.7178,EUR,MOCK_FEED
PRC001320260208,INS0013,2026-02-08,31.8006,0.008262,0.8262,INR,MOCK_FEED
PRC001320260209,INS0013,2026-02-09,31.3801,-0.013222,1.3222,USD,MOCK_FEED
PRC001320260210,INS0013,2026-02-10,30.7224,-0.020961,2.0961,INR,MOCK_FEED
PRC001320260211,INS0013,2026-02-11,30.7278,0.000176,0.0176,USD,MOCK_FEED
PRC001320260212,INS0013,2026-02-12,30.2856,-0.014392,1.4392,GBP,MOCK_FEED
PRC001320260213,INS0013,2026-02-13,30.3456,0.001983,0.1983,EUR,MOCK_FEED
PRC001320260214,INS0013,2026-02-14,30.1565,-0.006234,0.6234,EUR,MOCK_FEED
PRC001320260215,INS0013,2026-02-15,30.028,-0.004259,0.4259,GBP,MOCK_FEED
PRC001320260216,INS0013,2026-02-16,30.842,0.027107,2.7107,USD,MOCK_FEED
PRC001320260217,INS0013,2026-02-17,30.9441,0.00331,0.331,INR,MOCK_FEED
PRC001320260218,INS0013,2026-02-18,31.7805,0.02703,2.703,EUR,MOCK_FEED
PRC001320260219,INS0013,2026-02-19,32.2846,0.015863,1.5863,EUR,MOCK_FEED
PRC001320260220,INS0013,2026-02-20,32.356,0.002211,0.2211,EUR,MOCK_FEED
PRC001320260221,INS0013,2026-02-21,32.2282,-0.003951,0.3951,GBP,MOCK_FEED
PRC001320260222,INS0013,2026-02-22,32.0364,-0.005952,0.5952,EUR,MOCK_FEED
PRC001320260223,INS0013,2026-02-23,31.9431,-0.002912,0.2912,USD,MOCK_FEED
PRC001320260224,INS0013,2026-02-24,31.1108,-0.026055,2.6055,GBP,MOCK_FEED
PRC001320260225,INS0013,2026-02-25,30.7821,-0.010565,1.0565,USD,MOCK_FEED
PRC001320260226,INS0013,2026-02-26,30.3469,-0.014138,1.4138,EUR,MOCK_FEED
PRC001320260227,INS0013,2026-02-27,29.6052,-0.024441,2.4441,INR,MOCK_FEED
PRC001320260228,INS0013,2026-02-28,29.7135,0.003658,0.3658,INR,MOCK_FEED
PRC001320260301,INS0013,2026-03-01,29.6258,-0.002951,0.2951,INR,MOCK_FEED
PRC001320260302,INS0013,2026-03-02,29.3421,-0.009579,0.9579,INR,MOCK_FEED
PRC001320260303,INS0013,2026-03-03,29.6935,0.011978,1.1978,EUR,MOCK_FEED
PRC001320260304,INS0013,2026-03-04,29.648,-0.001532,0.1532,USD,MOCK_FEED
PRC001320260305,INS0013,2026-03-05,29.3931,-0.0086,0.86,INR,MOCK_FEED
PRC001320260306,INS0013,2026-03-06,29.2978,-0.003242,0.3242,EUR,MOCK_FEED
PRC001320260307,INS0013,2026-03-07,29.3876,0.003066,0.3066,INR,MOCK_FEED
PRC001320260308,INS0013,2026-03-08,29.5399,0.005182,0.5182,USD,MOCK_FEED
PRC001320260309,INS0013,2026-03-09,28.9867,-0.018726,1.8726,EUR,MOCK_FEED
PRC001320260310,INS0013,2026-03-10,29.9738,0.034052,3.4052,GBP,MOCK_FEED
PRC001320260311,INS0013,2026-03-11,29.4049,-0.018977,1.8977,USD,MOCK_FEED
PRC001320260312,INS0013,2026-03-12,29.0467,-0.012182,1.2182,USD,MOCK_FEED
PRC001320260313,INS0013,2026-03-13,29.2322,0.006386,0.6386,EUR,MOCK_FEED
PRC001320260314,INS0013,2026-03-14,29.5873,0.012146,1.2146,USD,MOCK_FEED
PRC001320260315,INS0013,2026-03-15,29.8872,0.010138,1.0138,USD,MOCK_FEED
PRC001320260316,INS0013,2026-03-16,29.1575,-0.024416,2.4416,EUR,MOCK_FEED
PRC001320260317,INS0013,2026-03-17,28.9734,-0.006312,0.6312,EUR,MOCK_FEED
PRC001320260318,INS0013,2026-03-18,29.3241,0.012103,1.2103,EUR,MOCK_FEED
PRC001320260319,INS0013,2026-03-19,28.9918,-0.011332,1.1332,EUR,MOCK_FEED
PRC001320260320,INS0013,2026-03-20,29.2904,0.010301,1.0301,INR,MOCK_FEED
PRC001320260321,INS0013,2026-03-21,29.4155,0.004269,0.4269,EUR,MOCK_FEED
PRC001320260322,INS0013,2026-03-22,30.0059,0.020074,2.0074,EUR,MOCK_FEED
PRC001320260323,INS0013,2026-03-23,30.2498,0.008128,0.8128,USD,MOCK_FEED
PRC001320260324,INS0013,2026-03-24,30.4309,0.005987,0.5987,GBP,MOCK_FEED
PRC001320260325,INS0013,2026-03-25,29.793,-0.020961,2.0961,INR,MOCK_FEED
PRC001320260326,INS0013,2026-03-26,29.2919,-0.016822,1.6822,USD,MOCK_FEED
PRC001320260327,INS0013,2026-03-27,29.1221,-0.005797,0.5797,USD,MOCK_FEED
PRC001320260328,INS0013,2026-03-28,29.5346,0.014166,1.4166,USD,MOCK_FEED
PRC001320260329,INS0013,2026-03-29,29.1716,-0.012289,1.2289,INR,MOCK_FEED
PRC001320260330,INS0013,2026-03-30,29.2537,0.002813,0.2813,GBP,MOCK_FEED
PRC001320260331,INS0013,2026-03-31,29.1803,-0.00251,0.251,GBP,MOCK_FEED
PRC001320260401,INS0013,2026-04-01,29.3971,0.007431,0.7431,USD,MOCK_FEED
PRC001320260402,INS0013,2026-04-02,29.4494,0.00178,0.178,EUR,MOCK_FEED
PRC001320260403,INS0013,2026-04-03,29.4806,0.001057,0.1057,INR,MOCK_FEED
PRC001320260404,INS0013,2026-04-04,28.8124,-0.022665,2.2665,USD,MOCK_FEED
PRC001320260405,INS0013,2026-04-05,28.4741,-0.011741,1.1741,GBP,MOCK_FEED
PRC001320260406,INS0013,2026-04-06,28.4443,-0.001046,0.1046,USD,MOCK_FEED
PRC001320260407,INS0013,2026-04-07,29.1248,0.023923,2.3923,USD,MOCK_FEED
PRC001320260408,INS0013,2026-04-08,28.8723,-0.00867,0.867,GBP,MOCK_FEED
PRC001320260409,INS0013,2026-04-09,28.864,-0.000287,0.0287,INR,MOCK_FEED
PRC001320260410,INS0013,2026-04-10,29.493,0.021794,2.1794,USD,MOCK_FEED
PRC001320260411,INS0013,2026-04-11,29.8975,0.013713,1.3713,INR,MOCK_FEED
PRC001320260412,INS0013,2026-04-12,29.5185,-0.012674,1.2674,USD,MOCK_FEED
PRC001320260413,INS0013,2026-04-13,29.5036,-0.000506,0.0506,EUR,MOCK_FEED
PRC001320260414,INS0013,2026-04-14,30.1545,0.02206,2.206,GBP,MOCK_FEED
PRC001320260415,INS0013,2026-04-15,29.8804,-0.009087,0.9087,GBP,MOCK_FEED
PRC001320260416,INS0013,2026-04-16,30.0372,0.005245,0.5245,GBP,MOCK_FEED
PRC001320260417,INS0013,2026-04-17,30.4094,0.012393,1.2393,GBP,MOCK_FEED
PRC001320260418,INS0013,2026-04-18,30.4908,0.002675,0.2675,USD,MOCK_FEED
PRC001320260419,INS0013,2026-04-19,30.3362,-0.005068,0.5068,INR,MOCK_FEED
PRC001420230420,INS0014,2023-04-20,77.0011,0.003682,0.3682,INR,MOCK_FEED
PRC001420230421,INS0014,2023-04-21,75.9574,-0.013554,1.3554,GBP,MOCK_FEED
PRC001420230422,INS0014,2023-04-22,76.4688,0.006732,0.6732,USD,MOCK_FEED
PRC001420230423,INS0014,2023-04-23,75.9938,-0.006211,0.6211,GBP,MOCK_FEED
PRC001420230424,INS0014,2023-04-24,76.065,0.000937,0.0937,USD,MOCK_FEED
